Mes,A�o,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compa�ia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito
Agosto,2015,NL,TM,APODACA,NUEVO LAREDO,CARRIER 2,3.5 TON,,Sencillo,3300,3.5,,,3
Agosto,2015,NL,TM,APODACA,NUEVO LAREDO,CARRIER 3,3.5 TON,,Sencillo,3200,3.5,,,3
Agosto,2015,NL,QO,MONTERREY,QUERETARO,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,5250,3.5,,,10
Agosto,2015,NL,QO,MONTERREY,QUERETARO,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,5100172,3.5,,,10
Agosto,2015,NL,QO,MONTERREY,QUERETARO,Miguel Dophe Salinas,3.5 TON,,Sencillo,4850,3.5,,,10
Agosto,2015,NL,TM,MONTERREY,NUEVO LAREDO,CARRIER 1,3.5 TON,,Sencillo,3500,3.5,,,3
Agosto,2015,NL,TM,MONTERREY,NUEVO LAREDO,CARRIER 2,3.5 TON,,Sencillo,3300,3.5,,,3
Agosto,2015,NL,TM,MONTERREY,NUEVO LAREDO,CARRIER 3,3.5 TON,,Sencillo,3200,3.5,,,3
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,1300,3.5,,,2
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,1999,3.5,,,2
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,1999,3.5,,,2
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,CARRIER 1,3.5 TON,,Sencillo,1500,3.5,,,2
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,CARRIER 2,3.5 TON,,Sencillo,1750,3.5,,,2
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,CARRIER 3,3.5 TON,,Sencillo,1900,3.5,,,2
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,CARRIER 4,3.5 TON,,Sencillo,2500,3.5,,,2
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,CARRIER 2,3.5 TON,,Sencillo,1750,3.5,,,2
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,CARRIER 3,3.5 TON,,Sencillo,1900,3.5,,,2
Agosto,2015,NL,CO,MONTERREY,RAMOS ARIZPE,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,1300,3.5,,,2
Agosto,2015,NL,CO,MONTERREY,RAMOS ARIZPE,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,1999,3.5,,,2
Agosto,2015,NL,CO,MONTERREY,RAMOS ARIZPE,CARRIER 1,3.5 TON,,Sencillo,1500,3.5,,,2
Agosto,2015,NL,CO,MONTERREY,RAMOS ARIZPE,CARRIER 2,3.5 TON,,Sencillo,1750,3.5,,,2
Agosto,2015,EM,NL,TOLUCA,MONTERREY,Miguel Dophe Salinas,3.5 TON,,Sencillo,7500,3.5,,,13
Agosto,2015,EM,NL,TOLUCA,MONTERREY,CARRIER 1,3.5 TON,,Sencillo,7550,3.5,,,13
Agosto,2015,EM,NL,TOLUCA,MONTERREY,CARRIER 2,3.5 TON,,Sencillo,11000,3.5,,,13
Agosto,2015,EM,NL,TOLUCA,MONTERREY,CARRIER 3,3.5 TON,,Sencillo,12150,3.5,,,13
Agosto,2015,EM,NL,TOLUCA,MONTERREY,CARRIER 4,3.5 TON,,Sencillo,12299,3.5,,,13
Agosto,2015,EM,QO,TOLUCA,QUERETARO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,2700,3.5,,,3
Agosto,2015,EM,QO,TOLUCA,QUERETARO,CARRIER 1,3.5 TON,,Sencillo,3400,3.5,,,3
Agosto,2015,EM,QO,TOLUCA,QUERETARO,CARRIER 2,3.5 TON,,Sencillo,3550,3.5,,,3
Agosto,2015,EM,EM,ATIZAPAN,TLALNEPANTLA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,1500,3.5,,,1
Agosto,2015,EM,EM,ATIZAPAN,TLALNEPANTLA,CARRIER 1,3.5 TON,,Sencillo,1600,3.5,,,1
Agosto,2015,EM,EM,ATIZAPAN,TLALNEPANTLA,CARRIER 2,3.5 TON,,Sencillo,1900,3.5,,,1
Agosto,2015,EM,EM,ATIZAPAN,TLALNEPANTLA,CARRIER 3,3.5 TON,,Sencillo,2200,3.5,,,1
Agosto,2015,EM,EM,CUAUTITLAN,TOLUCA,Miguel Dophe Salinas,3.5 TON,,Sencillo,1800,3.5,,,1
Agosto,2015,EM,EM,CUAUTITLAN,TOLUCA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,1800,3.5,,,1
Agosto,2015,EM,EM,CUAUTITLAN,TOLUCA,CARRIER 1,3.5 TON,,Sencillo,1850,3.5,,,1
Agosto,2015,EM,EM,CUAUTITLAN,TOLUCA,CARRIER 2,3.5 TON,,Sencillo,2200,3.5,,,1
Agosto,2015,EM,EM,CUAUTITLAN,TOLUCA,CARRIER 3,3.5 TON,,Sencillo,2150,3.5,,,1
Agosto,2015,EM,EM,ECATEPEC,TOLUCA,Miguel Dophe Salinas,3.5 TON,,Sencillo,1800,3.5,,,1
Agosto,2015,EM,EM,ECATEPEC,TOLUCA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,1800,3.5,,,1
Agosto,2015,EM,EM,ECATEPEC,TOLUCA,CARRIER 1,3.5 TON,,Sencillo,2230,3.5,,,1
Agosto,2015,EM,EM,ECATEPEC,TOLUCA,CARRIER 2,3.5 TON,,Sencillo,1950,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,650,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,650,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,CARRIER 1,3.5 TON,,Sencillo,900,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,CARRIER 2,3.5 TON,,Sencillo,1100,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,CARRIER 1,3.5 TON,,Sencillo,1100,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,CARRIER 2,3.5 TON,,Sencillo,900,3.5,,,1
Agosto,2015,NL,NL,ESCOBEDO,APODACA,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,600,3.5,,,1
Agosto,2015,NL,NL,ESCOBEDO,MONTERREY,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,600,3.5,,,1
Agosto,2015,NL,NL,ESCOBEDO,ESCOBEDO,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,600,3.5,,,1
Agosto,2015,NL,NL,ESCOBEDO,APODACA,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,1000,3.5,,,1
Agosto,2015,NL,NL,ESCOBEDO,MONTERREY,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,1000,3.5,,,1
Agosto,2015,NL,NL,ESCOBEDO,ESCOBEDO,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,1000,3.5,,,1
Agosto,2015,NL,CO,APODACA,RAMOS ARIZPE,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,1300,3.5,,,2
Agosto,2015,NL,CO,APODACA,DERRAMADERO,FLETES Y ACARREOS EL BENJAS,3.5 TON,,Sencillo,1400,3.5,,,2
Agosto,2015,NL,NL,ESCOBEDO,APODACA,FLETES Y ACARREOS MIGUEL A. FLORES,3.5 TON,,Sencillo,700,3.5,,,1
Agosto,2015,PL,QO,HUEJOTZINGO,QUERETARO,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,3900,3.5,,,5
Agosto,2015,PL,QO,HUEJOTZINGO,QUERETARO,CARRIER 1,3.5 TON,,Sencillo,4500,3.5,,,5
Agosto,2015,PL,QO,HUEJOTZINGO,QUERETARO,CARRIER 2,3.5 TON,,Sencillo,5300,3.5,,,5
Agosto,2015,PL,QO,HUEJOTZINGO,QUERETARO,CARRIER 3,3.5 TON,,Sencillo,6000,3.5,,,5
Agosto,2015,DF,DF,CIUDAD DE MEXICO,CIUDAD DE MEXICO,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,800,3.5,,,1
Agosto,2015,DF,DF,CIUDAD DE MEXICO,CIUDAD DE MEXICO,CARRIER 1,3.5 TON,,Sencillo,1200,3.5,,,1
Agosto,2015,DF,DF,CIUDAD DE MEXICO,CIUDAD DE MEXICO,CARRIER 2,3.5 TON,,Sencillo,1500,3.5,,,1
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,7000,3.5,,,1
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,7790,3.5,,,1
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,8500,3.5,,,1
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,CARRIER 1,3.5 TON,,Sencillo,7300,3.5,,,1
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,7000,3.5,,,12
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,CARRIER 2,3.5 TON,,Sencillo,11000,3.5,,,12
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,CARRIER 3,3.5 TON,,Sencillo,11400,3.5,,,12
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,CARRIER 4,3.5 TON,,Sencillo,12000,3.5,,,12
Agosto,2015,DF,TM,CIUDAD DE MEXICO,NUEVO LAREDO,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,7500,3.5,,,15
Agosto,2015,DF,TM,CIUDAD DE MEXICO,NUEVO LAREDO,CARRIER 1,3.5 TON,,Sencillo,10000,3.5,,,15
Agosto,2015,DF,TM,CIUDAD DE MEXICO,NUEVO LAREDO,CARRIER 2,3.5 TON,,Sencillo,12600,3.5,,,15
Agosto,2015,DF,TM,CIUDAD DE MEXICO,NUEVO LAREDO,CARRIER 3,3.5 TON,,Sencillo,13850,3.5,,,15
Agosto,2015,DF,PL,CIUDAD DE MEXICO,PUEBLA,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,2800,3.5,,,2
Agosto,2015,DF,PL,CIUDAD DE MEXICO,PUEBLA,CARRIER 1,3.5 TON,,Sencillo,3800,3.5,,,2
Agosto,2015,DF,PL,CIUDAD DE MEXICO,PUEBLA,CARRIER 2,3.5 TON,,Sencillo,3700,3.5,,,2
Agosto,2015,DF,PL,CIUDAD DE MEXICO,PUEBLA,CARRIER 1,3.5 TON,,Redondo,5000,3.5,,,2
Agosto,2015,DF,PL,CIUDAD DE MEXICO,PUEBLA,CARRIER 2,3.5 TON,,Redondo,5600,3.5,,,2
Agosto,2015,DF,PL,CIUDAD DE MEXICO,PUEBLA,CARRIER 3,3.5 TON,,Redondo,5300,3.5,,,2
Agosto,2015,DF,PL,CIUDAD DE MEXICO,PUEBLA,CARRIER 4,3.5 TON,,Redondo,4620,3.5,,,2
Agosto,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,2350,3.5,,,3
Agosto,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,2600,3.5,,,3
Agosto,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,Miguel Dophe Salinas,3.5 TON,,Sencillo,2900,3.5,,,3
Agosto,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,2650,3.5,,,3
Agosto,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,CARRIER 1,3.5 TON,,Sencillo,3000,3.5,,,3
Agosto,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,CARRIER 2,3.5 TON,,Sencillo,3500,3.5,,,3
Agosto,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,CARRIER 3,3.5 TON,,Sencillo,4500,3.5,,,3
Agosto,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,CARRIER 1,3.5 TON,,Redondo,5000,3.5,,,3
Agosto,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,CARRIER 2,3.5 TON,,Redondo,5500,3.5,,,3
Agosto,2015,DF,EM,CIUDAD DE MEXICO,TOLUCA,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,2300,3.5,,,2
Agosto,2015,DF,EM,CIUDAD DE MEXICO,TOLUCA,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,2500,3.5,,,2
Agosto,2015,DF,EM,CIUDAD DE MEXICO,TOLUCA,CARRIER 1,3.5 TON,,Sencillo,2300,3.5,,,2
Agosto,2015,DF,EM,CIUDAD DE MEXICO,TOLUCA,CARRIER 2,3.5 TON,,Sencillo,2600,3.5,,,2
Agosto,2015,DF,EM,CIUDAD DE MEXICO,TOLUCA,CARRIER 3,3.5 TON,,Sencillo,2700,3.5,,,2
Agosto,2015,NL,EM,MONTERREY,TOLUCA,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,6700,3.5,,,13
Agosto,2015,NL,EM,MONTERREY,TOLUCA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,8502822,3.5,,,13
Agosto,2015,NL,EM,MONTERREY,TOLUCA,CARRIER 1,3.5 TON,,Sencillo,7500,3.5,,,13
Agosto,2015,NL,EM,MONTERREY,TOLUCA,CARRIER 2,3.5 TON,,Sencillo,11200,3.5,,,13
Agosto,2015,NL,EM,MONTERREY,TOLUCA,CARRIER 3,3.5 TON,,Sencillo,11000,3.5,,,13
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,3000,3.5,,,3
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,GLORIA GALVAN DIAZ,3.5 TON,,Sencillo,2550,3.5,,,3
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,3500,3.5,,,3
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 1,3.5 TON,,Sencillo,3000,3.5,,,3
Agosto,2015,TM,DF,NUEVO LAREDO,CIUDAD DE MEXICO,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,10600,3.5,,,15
Agosto,2015,TM,DF,NUEVO LAREDO,CIUDAD DE MEXICO,CARRIER 1,3.5 TON,,Sencillo,13300,3.5,,,15
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,Miguel Dophe Salinas,3.5 TON,,Sencillo,3000,3.5,,,3
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,3000,3.5,,,3
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,2469456,3.5,,,3
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 1,3.5 TON,,Sencillo,2350,3.5,,,3
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 2,3.5 TON,,Sencillo,3400,3.5,,,3
Agosto,2015,TM,QO,NUEVO LAREDO,QUERETARO,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,7500,3.5,,,13
Agosto,2015,TM,QO,NUEVO LAREDO,QUERETARO,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,8000,3.5,,,13
Agosto,2015,TM,QO,NUEVO LAREDO,QUERETARO,Miguel Dophe Salinas,3.5 TON,,Sencillo,7500,3.5,,,13
Agosto,2015,TM,QO,NUEVO LAREDO,QUERETARO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,9000,3.5,,,13
Agosto,2015,TM,QO,NUEVO LAREDO,QUERETARO,CARRIER 1,3.5 TON,,Sencillo,12000,3.5,,,13
Agosto,2015,TM,QO,NUEVO LAREDO,QUERETARO,CARRIER 2,3.5 TON,,Sencillo,13000,3.5,,,13
Agosto,2015,TM,QO,NUEVO LAREDO,QUERETARO,CARRIER 3,3.5 TON,,Sencillo,12800,3.5,,,13
Agosto,2015,TM,QO,NUEVO LAREDO,QUERETARO,CARRIER 4,3.5 TON,,Sencillo,12500,3.5,,,13
Agosto,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,3600,3.5,,,5
Agosto,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,CARRIER 1,3.5 TON,,Sencillo,4500,3.5,,,5
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,Miguel Dophe Salinas,3.5 TON,,Sencillo,9950,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,CARRIER 1,3.5 TON,,Sencillo,13750,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,CARRIER 2,3.5 TON,,Sencillo,14750,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,CARRIER 3,3.5 TON,,Sencillo,14000,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,CARRIER 4,3.5 TON,,Sencillo,14450,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,Miguel Dophe Salinas,3.5 TON,,Sencillo,9900,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,9900,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,11000,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,CARRIER 2,3.5 TON,,Sencillo,14700,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,CARRIER 3,3.5 TON,,Sencillo,14300,3.5,,,16
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,CARRIER 4,3.5 TON,,Sencillo,14450,3.5,,,16
Agosto,2015,QO,AG,QUERETARO,AGUASCALIENTES,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,3000,3.5,,,5
Agosto,2015,QO,AG,QUERETARO,AGUASCALIENTES,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,3600,3.5,,,5
Agosto,2015,QO,AG,QUERETARO,AGUASCALIENTES,Miguel Dophe Salinas,3.5 TON,,Sencillo,3000,3.5,,,5
Agosto,2015,QO,AG,QUERETARO,AGUASCALIENTES,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,3500,3.5,,,5
Agosto,2015,QO,AG,QUERETARO,AGUASCALIENTES,CARRIER 1,3.5 TON,,Sencillo,4700,3.5,,,5
Agosto,2015,QO,AG,QUERETARO,AGUASCALIENTES,CARRIER 2,3.5 TON,,Sencillo,5600,3.5,,,5
Agosto,2015,QO,AG,QUERETARO,AGUASCALIENTES,CARRIER 3,3.5 TON,,Sencillo,4300,3.5,,,5
Agosto,2015,QO,EM,QUERETARO,TLALNEPANTLA,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,2300,3.5,,,3
Agosto,2015,QO,EM,QUERETARO,TOLUCA,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,3000,3.5,,,3
Agosto,2015,QO,DF,QUERETARO,CIUDAD DE MEXICO,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,2800,3.5,,,3
Agosto,2015,QO,EM,QUERETARO,TLALNEPANTLA,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,2800182,3.5,,,3
Agosto,2015,QO,EM,QUERETARO,TOLUCA,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,2900.4,3.5,,,3
Agosto,2015,QO,EM,QUERETARO,TOLUCA,Miguel Dophe Salinas,3.5 TON,,Sencillo,2300.4,3.5,,,3
Agosto,2015,QO,EM,QUERETARO,TOLUCA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,2500,3.5,,,3
Agosto,2015,QO,DF,QUERETARO,CIUDAD DE MEXICO,JOSE JUAN LEDESMA AVILA,3.5 TON,,Redondo,4300,3.5,,,3
Agosto,2015,QO,EM,QUERETARO,TLALNEPANTLA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,2650368,3.5,,,3
Agosto,2015,QO,EM,QUERETARO,TLALNEPANTLA,Miguel Dophe Salinas,3.5 TON,,Sencillo,2400,3.5,,,3
Agosto,2015,QO,EM,QUERETARO,TLALNEPANTLA,CARRIER 1,3.5 TON,,Sencillo,3100,3.5,,,3
Agosto,2015,QO,EM,QUERETARO,TOLUCA,CARRIER 1,3.5 TON,,Sencillo,3200,3.5,,,3
Agosto,2015,QO,DF,QUERETARO,CIUDAD DE MEXICO,CARRIER 1,3.5 TON,,Redondo,5000,3.5,,,3
Agosto,2015,QO,DF,QUERETARO,CIUDAD DE MEXICO,CARRIER 1,3.5 TON,,Sencillo,3000,3.5,,,3
Agosto,2015,QO,GT,QUERETARO,CELAYA,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,1250,3.5,,,1
Agosto,2015,QO,GT,QUERETARO,CELAYA,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,2000,3.5,,,1
Agosto,2015,QO,GT,QUERETARO,CELAYA,CARRIER 1,3.5 TON,,Sencillo,1800,3.5,,,1
Agosto,2015,QO,GT,QUERETARO,CELAYA,CARRIER 2,3.5 TON,,Sencillo,1500,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,600,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,700,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,CARRIER 1,3.5 TON,,Sencillo,920,3.5,,,1
Agosto,2015,QO,QO,QUERETARO,QUERETARO,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,650,3.5,,,1
Agosto,2015,QO,MS,QUERETARO,CUAUTLA,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,3000,3.5,,,4.5
Agosto,2015,QO,MS,QUERETARO,CUAUTLA,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,3700,3.5,,,4.5
Agosto,2015,QO,MS,QUERETARO,CUAUTLA,Miguel Dophe Salinas,3.5 TON,,Sencillo,3900,3.5,,,4.5
Agosto,2015,QO,MS,QUERETARO,CUAUTLA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,4200,3.5,,,4.5
Agosto,2015,QO,MS,QUERETARO,CUAUTLA,CARRIER 1,3.5 TON,,Sencillo,4500,3.5,,,4.5
Agosto,2015,QO,BJ,QUERETARO,MEXICALI,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,22500,3.5,,,50
Agosto,2015,QO,BJ,QUERETARO,MEXICALI,Miguel Dophe Salinas,3.5 TON,,Sencillo,23506.92,3.5,,,50
Agosto,2015,QO,BJ,QUERETARO,MEXICALI,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,24850,3.5,,,50
Agosto,2015,QO,BJ,QUERETARO,MEXICALI,CARRIER 1,3.5 TON,,Sencillo,25000,3.5,,,50
Agosto,2015,QO,BJ,QUERETARO,MEXICALI,CARRIER 2,3.5 TON,,Sencillo,32500,3.5,,,50
Agosto,2015,QO,TM,QUERETARO,NUEVO LAREDO,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,7500,3.5,,,13
Agosto,2015,QO,TM,QUERETARO,NUEVO LAREDO,Miguel Dophe Salinas,3.5 TON,,Sencillo,10000,3.5,,,13
Agosto,2015,QO,TM,QUERETARO,NUEVO LAREDO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,11500,3.5,,,13
Agosto,2015,QO,TM,QUERETARO,NUEVO LAREDO,CARRIER 1,3.5 TON,,Sencillo,12000,3.5,,,13
Agosto,2015,QO,PL,QUERETARO,PUEBLA ,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,3000,3.5,,,5
Agosto,2015,QO,PL,QUERETARO,PUEBLA,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,3799.8,3.5,,,5
Agosto,2015,QO,PL,QUERETARO,PUEBLA,CARRIER 1,3.5 TON,,Sencillo,4500,3.5,,,5
Agosto,2015,QO,PL,QUERETARO,PUEBLA,CARRIER 2,3.5 TON,,Sencillo,5000,3.5,,,5
Agosto,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,2150,3.5,,,3
Agosto,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,JOSE JUAN LEDESMA AVILA,3.5 TON,,Sencillo,2600,3.5,,,3
Agosto,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,Miguel Dophe Salinas,3.5 TON,,Sencillo,2300,3.5,,,3
Agosto,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,2200,3.5,,,3
Agosto,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,CARRIER 1,3.5 TON,,Sencillo,3500,3.5,,,3
Agosto,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,CARRIER 2,3.5 TON,,Sencillo,3450,3.5,,,3
Agosto,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,CARRIER 3,3.5 TON,,Sencillo,3000,3.5,,,3
Agosto,2015,QO,GT,QUERETARO,SILAO,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,1950,3.5,,,2
Agosto,2015,QO,GT,QUERETARO,SILAO,CARRIER 1,3.5 TON,,Sencillo,2000,3.5,,,2
Agosto,2015,QO,GT,QUERETARO,SILAO,CARRIER 2,3.5 TON,,Sencillo,1800,3.5,,,2
Agosto,2015,QO,GT,QUERETARO,SILAO,CARRIER 4,3.5 TON,,Sencillo,1750,3.5,,,2
Agosto,2015,TM,DF,REYNOSA,CIUDAD DE MEXICO,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,9900,3.5,,,15
Agosto,2015,TM,DF,REYNOSA,CIUDAD DE MEXICO,LAURA ALICIA BRAVO CHAPA,3.5 TON,,Sencillo,11500,3.5,,,15
Agosto,2015,TM,DF,REYNOSA,CIUDAD DE MEXICO,CARRIER 1,3.5 TON,,Sencillo,13500,3.5,,,15
Agosto,2015,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,ARTURO PAYAN AGUILAR,3.5 TON,,Sencillo,3600,3.5,,,6
Agosto,2015,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,CARRIER 1,3.5 TON,,Sencillo,4750,3.5,,,6
Agosto,2015,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,CARRIER 2,3.5 TON,,Sencillo,4500,3.5,,,6
Agosto,2015,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,CARRIER 3,3.5 TON,,Sencillo,5200,3.5,,,6
